שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
שות מוצל מאש (רבי יעקב אלפנדרי).txt,אוצריא/שות/אחרונים/שות מוצל מאש (רבי יעקב אלפנדרי).txt,Dicta,540
ראשית בכורים.txt,אוצריא/שות/אחרונים/ראשית בכורים.txt,Dicta,903
חוט השני.txt,אוצריא/שות/אחרונים/חוט השני.txt,Dicta,564
בית רידבז.txt,אוצריא/שות/אחרונים/בית רידבז.txt,Dicta,545
מהריא הלוי חלק א.txt,אוצריא/שות/אחרונים/מהריא הלוי חלק א.txt,Dicta,1448
שות ברית עולם.txt,אוצריא/שות/אחרונים/שות ברית עולם.txt,Dicta,1868
שות האדמור הזקן.txt,אוצריא/שות/אחרונים/שות האדמור הזקן.txt,Dicta,210
עדות ביעקב.txt,אוצריא/שות/אחרונים/עדות ביעקב.txt,Dicta,309
שות מהרם אלשיך.txt,אוצריא/שות/אחרונים/שות מהרם אלשיך.txt,Dicta,678
צדקה ומשפט חלק א.txt,אוצריא/שות/אחרונים/צדקה ומשפט חלק א.txt,Dicta,825
טוב טעם ודעת.txt,אוצריא/שות/אחרונים/טוב טעם ודעת.txt,Dicta,1855
נחלת אבות.txt,אוצריא/שות/אחרונים/נחלת אבות.txt,Dicta,200
שות מהראש.txt,אוצריא/שות/אחרונים/שות מהראש.txt,Dicta,770
אמרי אש חלק אבן העזר.txt,אוצריא/שות/אחרונים/אמרי אש חלק אבן העזר.txt,Dicta,1073
שות ישועות מלכו.txt,אוצריא/שות/אחרונים/שות ישועות מלכו.txt,Dicta,1287
שות עצי ברושים.txt,אוצריא/שות/אחרונים/שות עצי ברושים.txt,Dicta,1092
מעיל צדקה.txt,אוצריא/שות/אחרונים/מעיל צדקה.txt,Dicta,1013
שות רבז יורה דעה.txt,אוצריא/שות/אחרונים/שות רבז יורה דעה.txt,Dicta,2430
עמק יהושע חלק א.txt,אוצריא/שות/אחרונים/עמק יהושע חלק א.txt,Dicta,731
ברית יעקב חלק א.txt,אוצריא/שות/אחרונים/ברית יעקב חלק א.txt,Dicta,1944
ארץ צבי (פרומר) א.txt,אוצריא/שות/אחרונים/ארץ צבי (פרומר) א.txt,Dicta,2562
אהל אברהם.txt,אוצריא/שות/אחרונים/אהל אברהם.txt,Dicta,1309
שות שואל ונשאל חלק א.txt,אוצריא/שות/אחרונים/שות שואל ונשאל חלק א.txt,Dicta,1600
שות מהראל צינץ.txt,אוצריא/שות/אחרונים/שות מהראל צינץ.txt,Dicta,914
שות רבז אורח חיים.txt,אוצריא/שות/אחרונים/שות רבז אורח חיים.txt,Dicta,1689
הערות על שות רבי משולם איגרא.txt,אוצריא/שות/אחרונים/הערות על שות רבי משולם איגרא.txt,Dicta,2579
שות פרי הארץ חלק ג.txt,אוצריא/שות/אחרונים/שות פרי הארץ חלק ג.txt,Dicta,1068
משנה שכיר חלק א.txt,אוצריא/שות/אחרונים/משנה שכיר חלק א.txt,Dicta,1598
שות אהל משה.txt,אוצריא/שות/אחרונים/שות אהל משה.txt,Dicta,202
שות דברי יוסף.txt,אוצריא/שות/אחרונים/שות דברי יוסף.txt,Dicta,328
וידבר דוד.txt,אוצריא/שות/אחרונים/וידבר דוד.txt,Dicta,776
בנין של שמחה.txt,אוצריא/שות/אחרונים/בנין של שמחה.txt,Dicta,525
שות פרחי כהונה.txt,אוצריא/שות/אחרונים/שות פרחי כהונה.txt,Dicta,1619
שות רבי משולם איגרא.txt,אוצריא/שות/אחרונים/שות רבי משולם איגרא.txt,Dicta,2495
בשמים ראש.txt,אוצריא/שות/אחרונים/בשמים ראש.txt,Dicta,476
מהרש חלק ב.txt,אוצריא/שות/אחרונים/מהרש חלק ב.txt,Dicta,1322
שאגת אריה.txt,אוצריא/שות/אחרונים/שאגת אריה.txt,Dicta,453
התעוררות תשובה חלק ב.txt,אוצריא/שות/אחרונים/התעוררות תשובה חלק ב.txt,Dicta,761
אמרי אש חלק חושן משפט.txt,אוצריא/שות/אחרונים/אמרי אש חלק חושן משפט.txt,Dicta,250
ברכת רצה.txt,אוצריא/שות/אחרונים/ברכת רצה.txt,Dicta,1550
השיב משה אבן העזר.txt,אוצריא/שות/אחרונים/השיב משה אבן העזר.txt,Dicta,721
מקום שנהגו.txt,אוצריא/שות/אחרונים/מקום שנהגו.txt,Dicta,175
שות בית דוד.txt,אוצריא/שות/אחרונים/שות בית דוד.txt,Dicta,1065
משאת בנימין.txt,אוצריא/שות/אחרונים/משאת בנימין.txt,Dicta,510
שות ביכורי אברהם.txt,אוצריא/שות/אחרונים/שות ביכורי אברהם.txt,Dicta,93
נחלת יהושע.txt,אוצריא/שות/אחרונים/נחלת יהושע.txt,Dicta,1515
שות מר ואהלות.txt,אוצריא/שות/אחרונים/שות מר ואהלות.txt,Dicta,1341
ויקרא אברהם.txt,אוצריא/שות/אחרונים/ויקרא אברהם.txt,Dicta,991
שות עטרת חכמים חלק ב.txt,אוצריא/שות/אחרונים/שות עטרת חכמים חלק ב.txt,Dicta,723
משפטים ישרים.txt,אוצריא/שות/אחרונים/משפטים ישרים.txt,Dicta,2583
שות די השב.txt,אוצריא/שות/אחרונים/שות די השב.txt,Dicta,872
"תשובת הגאונים (מהרל, והרב יעקב בן הרב יצחק הלוי פולק).txt","אוצריא/שות/אחרונים/תשובת הגאונים (מהרל, והרב יעקב בן הרב יצחק הלוי פולק).txt",Dicta,34
נושא האפוד.txt,אוצריא/שות/אחרונים/נושא האפוד.txt,Dicta,621
משיבת נפש חלק א.txt,אוצריא/שות/אחרונים/משיבת נפש חלק א.txt,Dicta,1615
שות ישועות יעקב.txt,אוצריא/שות/אחרונים/שות ישועות יעקב.txt,Dicta,686
ארצות יהודה.txt,אוצריא/שות/אחרונים/ארצות יהודה.txt,Dicta,278
שות הרדד אורח חיים א.txt,אוצריא/שות/אחרונים/שות הרדד אורח חיים א.txt,Dicta,866
בית שערים יורה דעה חלק ב.txt,אוצריא/שות/אחרונים/בית שערים יורה דעה חלק ב.txt,Dicta,4125
שארית יוסף.txt,אוצריא/שות/אחרונים/שארית יוסף.txt,Dicta,271
מהרש חלק א.txt,אוצריא/שות/אחרונים/מהרש חלק א.txt,Dicta,1749
יש מאין חלק ב.txt,אוצריא/שות/אחרונים/יש מאין חלק ב.txt,Dicta,410
כפי אהרן חלק א.txt,אוצריא/שות/אחרונים/כפי אהרן חלק א.txt,Dicta,1632
התעוררות תשובה חלק א.txt,אוצריא/שות/אחרונים/התעוררות תשובה חלק א.txt,Dicta,1563
קונטרס המרת הדת פוסלת.txt,אוצריא/שות/אחרונים/קונטרס המרת הדת פוסלת.txt,Dicta,36
טוב עין.txt,אוצריא/שות/אחרונים/טוב עין.txt,Dicta,811
חזון נחום.txt,אוצריא/שות/אחרונים/חזון נחום.txt,Dicta,2922
שות מהרם פדווא.txt,אוצריא/שות/אחרונים/שות מהרם פדווא.txt,Dicta,241
שות מהרם בן חביב.txt,אוצריא/שות/אחרונים/שות מהרם בן חביב.txt,Dicta,419
אבני האפוד.txt,אוצריא/שות/אחרונים/אבני האפוד.txt,Dicta,602
בית אליקום.txt,אוצריא/שות/אחרונים/בית אליקום.txt,Dicta,344
חיים שאל חלק א.txt,אוצריא/שות/אחרונים/חיים שאל חלק א.txt,Dicta,842
שות עונג יום טוב.txt,אוצריא/שות/אחרונים/שות עונג יום טוב.txt,Dicta,3187
דעת מרדכי א.txt,אוצריא/שות/אחרונים/דעת מרדכי א.txt,Dicta,1625
שערי עזרה.txt,אוצריא/שות/אחרונים/שערי עזרה.txt,Dicta,1555
בית שלמה אורח חיים.txt,אוצריא/שות/אחרונים/בית שלמה אורח חיים.txt,Dicta,692
שות איתן האזרחי.txt,אוצריא/שות/אחרונים/שות איתן האזרחי.txt,Dicta,684
אבני מילואים.txt,אוצריא/שות/אחרונים/אבני מילואים.txt,Dicta,406
אמונת שמואל.txt,אוצריא/שות/אחרונים/אמונת שמואל.txt,Dicta,217
מלבושי יום טוב חלק ב.txt,אוצריא/שות/אחרונים/מלבושי יום טוב חלק ב.txt,Dicta,994
אמרי בינה הוספות בסוף השות.txt,אוצריא/שות/אחרונים/אמרי בינה הוספות בסוף השות.txt,Dicta,247
בנין שלמה חלק ב.txt,אוצריא/שות/אחרונים/בנין שלמה חלק ב.txt,Dicta,174
שות מהראפ.txt,אוצריא/שות/אחרונים/שות מהראפ.txt,Dicta,641
אבני שיש חלק ב.txt,אוצריא/שות/אחרונים/אבני שיש חלק ב.txt,Dicta,985
שופריה דיעקב חלק ב.txt,אוצריא/שות/אחרונים/שופריה דיעקב חלק ב.txt,Dicta,530
תורת אליקום.txt,אוצריא/שות/אחרונים/תורת אליקום.txt,Dicta,203
תורת חסד.txt,אוצריא/שות/אחרונים/תורת חסד.txt,Dicta,562
מלבושי יום טוב חלק א.txt,אוצריא/שות/אחרונים/מלבושי יום טוב חלק א.txt,Dicta,955
אספת גאונים.txt,אוצריא/שות/אחרונים/אספת גאונים.txt,Dicta,84
יש מאין חלק א.txt,אוצריא/שות/אחרונים/יש מאין חלק א.txt,Dicta,403
שות עטרת חכמים חלק א.txt,אוצריא/שות/אחרונים/שות עטרת חכמים חלק א.txt,Dicta,830
שות ברוך השם.txt,אוצריא/שות/אחרונים/שות ברוך השם.txt,Dicta,1749
דבר אליהו (קלאצקין).txt,אוצריא/שות/אחרונים/דבר אליהו (קלאצקין).txt,Dicta,1069
עבודת הגרשוני.txt,אוצריא/שות/אחרונים/עבודת הגרשוני.txt,Dicta,821
אוהב משפט חלק א.txt,אוצריא/שות/אחרונים/אוהב משפט חלק א.txt,Dicta,190
מנחת ברוך יורה דעה.txt,אוצריא/שות/אחרונים/מנחת ברוך יורה דעה.txt,Dicta,483
שערי בנימין.txt,אוצריא/שות/אחרונים/שערי בנימין.txt,Dicta,672
תשובות מהרים.txt,אוצריא/שות/אחרונים/תשובות מהרים.txt,Dicta,912
צרור החיים (לונשטם).txt,אוצריא/שות/אחרונים/צרור החיים (לונשטם).txt,Dicta,1174
ויוסף אברהם.txt,אוצריא/שות/אחרונים/ויוסף אברהם.txt,Dicta,704
דרכי שלום.txt,אוצריא/שות/אחרונים/דרכי שלום.txt,Dicta,805
גנת ביתן.txt,אוצריא/שות/אחרונים/גנת ביתן.txt,Dicta,548
שות אבן שתיה.txt,אוצריא/שות/אחרונים/שות אבן שתיה.txt,Dicta,1325
השיב משה אורח חיים.txt,אוצריא/שות/אחרונים/השיב משה אורח חיים.txt,Dicta,142
שדה מגרש.txt,אוצריא/שות/אחרונים/שדה מגרש.txt,Dicta,309
ומצור דבש.txt,אוצריא/שות/אחרונים/ומצור דבש.txt,Dicta,2290
גבעת הלבונה.txt,אוצריא/שות/אחרונים/גבעת הלבונה.txt,Dicta,1278
תשורת שי מהדורא קמא.txt,אוצריא/שות/אחרונים/תשורת שי מהדורא קמא.txt,Dicta,4743
תשורת שי מהדורא תנינא.txt,אוצריא/שות/אחרונים/תשורת שי מהדורא תנינא.txt,Dicta,1895
שות הרדד אבן העזר א.txt,אוצריא/שות/אחרונים/שות הרדד אבן העזר א.txt,Dicta,1003
מור ואהלות.txt,אוצריא/שות/אחרונים/מור ואהלות.txt,Dicta,856
נאות דשא.txt,אוצריא/שות/אחרונים/נאות דשא.txt,Dicta,1765
שות פרי עץ חיים.txt,אוצריא/שות/אחרונים/שות פרי עץ חיים.txt,Dicta,22073
אמרי שפר קלצקין.txt,אוצריא/שות/אחרונים/אמרי שפר קלצקין.txt,Dicta,834
דברי פנחס.txt,אוצריא/שות/אחרונים/דברי פנחס.txt,Dicta,830
שושנת העמקים.txt,אוצריא/שות/אחרונים/שושנת העמקים.txt,Dicta,471
שות אבני חפץ.txt,אוצריא/שות/אחרונים/שות אבני חפץ.txt,Dicta,1150
שות מהרש אלפנדרי.txt,אוצריא/שות/אחרונים/שות מהרש אלפנדרי.txt,Dicta,588
באר משה (דנשבסקי) ב.txt,אוצריא/שות/אחרונים/באר משה (דנשבסקי) ב.txt,Dicta,572
שות רבי אליהו מזרחי (ראם).txt,אוצריא/שות/אחרונים/שות רבי אליהו מזרחי (ראם).txt,Dicta,688
שופריה דיעקב חלק א.txt,אוצריא/שות/אחרונים/שופריה דיעקב חלק א.txt,Dicta,905
שות אור המאיר.txt,אוצריא/שות/אחרונים/שות אור המאיר.txt,Dicta,2792
שות שתי הלחם.txt,אוצריא/שות/אחרונים/שות שתי הלחם.txt,Dicta,422
פי אריה.txt,אוצריא/שות/אחרונים/פי אריה.txt,Dicta,534
עין יצחק חלק ב.txt,אוצריא/שות/אחרונים/עין יצחק חלק ב.txt,Dicta,2812
אשר לשלמה.txt,אוצריא/שות/אחרונים/אשר לשלמה.txt,Dicta,2016
חיים שאל חלק ב.txt,אוצריא/שות/אחרונים/חיים שאל חלק ב.txt,Dicta,591
שות מהרי מינץ.txt,אוצריא/שות/אחרונים/שות מהרי מינץ.txt,Dicta,54
בית שערים אורח חיים.txt,אוצריא/שות/אחרונים/בית שערים אורח חיים.txt,Dicta,5747
זית רענן חלק ב.txt,אוצריא/שות/אחרונים/זית רענן/זית רענן חלק ב.txt,Dicta,1775
זית רענן חלק א.txt,אוצריא/שות/אחרונים/זית רענן/זית רענן חלק א.txt,Dicta,1386
